id,observed_on,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,place_town_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1069710,4/11/14,,58249,nsingers,2014-11-12 08:03:33 UTC,2014-11-12 08:03:37 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1069710,,,0,0,FALSE,,"Rotopounamu, Lines C, D, F",-39.02274197,175.7657911,206,,,,,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1069763,12/11/14,,16490,tony_wills,2014-11-12 09:16:38 UTC,2015-07-01 21:06:16 UTC,research,CC-BY,http://www.inaturalist.org/observations/1069763,http://static.inaturalist.org/photos/1341046/medium.JPG?1415783815,"If you are born without any arms or hands, how do you try out new technology? (check out last photo)",2,0,FALSE,,"Valley view track, Zealandia, Wellington",-41.25408177,174.8344918,100,,,,Wellington City,Lens cleaner,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1070405,12/11/14,,63184,group4,2014-11-12 20:23:56 UTC,2014-11-12 21:19:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1070405,http://static.inaturalist.org/photos/1341690/medium.jpg?1415823974,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34650006,174.7847569,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1070667,13/11/14,,63281,omokoroapoint1,2014-11-12 23:40:12 UTC,2015-01-28 05:37:43 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1070667,http://static.inaturalist.org/photos/1342034/medium.jpg?1415835846,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.3300658,174.7147546,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1070668,13/11/14,,63281,omokoroapoint1,2014-11-12 23:40:47 UTC,2014-11-14 08:10:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1070668,http://static.inaturalist.org/photos/1342046/medium.jpg?1415835891,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.2598782,174.6487321,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1071824,13/11/14,,63280,omokoroa3,2014-11-13 20:22:05 UTC,2014-11-14 08:08:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1071824,http://static.inaturalist.org/photos/1343609/medium.jpg?1415910193,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.23512159,174.8194968,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1077644,17/11/14,TRUE,63754,vickiuhc,2014-11-16 23:16:08 UTC,2014-11-17 05:40:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1077644,http://static.inaturalist.org/photos/1350897/medium.jpg?1416180268,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.22534171,174.7342904,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1077645,17/11/14,TRUE,63754,vickiuhc,2014-11-16 23:16:10 UTC,2014-11-17 04:01:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1077645,http://static.inaturalist.org/photos/1350889/medium.jpg?1416180128,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.37341962,174.7990075,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1077657,17/11/14,TRUE,63752,anneliesebrown,2014-11-16 23:19:53 UTC,2014-11-29 02:32:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1077657,http://static.inaturalist.org/photos/1350917/medium.jpg?1416180950,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.23490412,174.790363,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1079081,8/11/07,,16490,tony_wills,2014-11-17 23:31:03 UTC,2014-11-19 00:04:17 UTC,research,CC-BY,http://www.inaturalist.org/observations/1079081,http://static.inaturalist.org/photos/1354699/medium.jpeg?1416267080,,2,0,FALSE,,"Croydon Park, Karori, Wellington",-41.38794394,174.6114401,48,,,manual,,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1079111,9/12/08,,16490,tony_wills,2014-11-17 23:54:41 UTC,2014-11-19 00:02:54 UTC,research,CC-BY,http://www.inaturalist.org/observations/1079111,http://static.inaturalist.org/photos/1354750/medium.jpeg?1416268511,,4,0,FALSE,,"Croydon Park, Karori, Wellington",-41.26630375,174.7148699,70,,,manual,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1079112,17/05/08,,16490,tony_wills,2014-11-17 23:55:56 UTC,2014-11-19 00:02:38 UTC,research,CC-BY,http://www.inaturalist.org/observations/1079112,http://static.inaturalist.org/photos/1354751/medium.jpeg?1416268576,Kaka digging at an old pinus radiata tree trunk and retrieving a huhu grub.,2,0,FALSE,,"Croydon Park, Karori, Wellington",-41.31154118,174.6380098,70,,,manual,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1079701,17/11/14,,58290,amber_tony,2014-11-18 07:02:23 UTC,2015-06-21 07:00:15 UTC,research,CC-BY,http://www.inaturalist.org/observations/1079701,http://static.inaturalist.org/photos/1355562/medium.jpg?1416294161,,2,0,FALSE,,,-41.20780483,174.7096423,24,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1079706,18/11/14,,58290,amber_tony,2014-11-18 07:25:23 UTC,2014-11-18 21:42:08 UTC,research,CC-BY,http://www.inaturalist.org/observations/1079706,http://static.inaturalist.org/photos/1355571/medium.jpg?1416295558,4 Kaka,1,0,FALSE,,,-41.16290205,174.729495,6,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1079715,18/11/14,,63917,manuka1,2014-11-18 07:29:36 UTC,2014-11-18 21:41:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1079715,http://static.inaturalist.org/photos/1355603/medium.jpg?1416295995,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.36455335,174.7627455,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1081138,19/11/14,,58290,amber_tony,2014-11-19 02:56:24 UTC,2015-06-21 07:00:20 UTC,research,CC-BY,http://www.inaturalist.org/observations/1081138,http://static.inaturalist.org/photos/1357416/medium.jpg?1416365809,,2,0,FALSE,,,-41.26957608,174.7032307,24,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1083613,17/04/11,,16490,tony_wills,2014-11-20 22:09:15 UTC,2014-11-21 02:07:52 UTC,research,CC-BY,http://www.inaturalist.org/observations/1083613,http://static.inaturalist.org/photos/1361051/medium.jpeg?1416521389,,2,0,FALSE,,"Croydon Park, Karori, Wellington",-41.35010922,174.7214688,67,,,manual,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1083627,20/09/09,,16490,tony_wills,2014-11-20 22:11:33 UTC,2014-11-21 02:02:05 UTC,research,CC-BY,http://www.inaturalist.org/observations/1083627,http://static.inaturalist.org/photos/1361065/medium.jpeg?1416521527,,2,0,FALSE,,"Croydon Park, Karori, Wellington",-41.31776139,174.710094,67,,,manual,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1098312,26/11/14,,24606,bernardsmith,2014-11-27 10:02:32 UTC,2015-02-09 01:33:01 UTC,research,CC-BY-SA,http://www.inaturalist.org/observations/1098312,http://static.inaturalist.org/photos/1380358/medium.jpg?1417082579,"remains only, showing signs of cat predation.",2,0,FALSE,,,-41.29448854,174.6718656,6,obscured,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1106326,2/12/14,TRUE,65235,otc2,2014-12-01 23:03:59 UTC,2014-12-02 11:08:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1106326,http://static.inaturalist.org/photos/1390804/medium.jpg?1417475081,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.2812742,174.6652473,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1106698,2/12/14,TRUE,65245,emma_214,2014-12-02 04:09:21 UTC,2014-12-02 10:45:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1106698,http://static.inaturalist.org/photos/1391319/medium.JPG?1417493388,,2,0,FALSE,,Maungatautari,-38.03162925,175.5076307,52,,,,,Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1118476,8/12/14,TRUE,65805,herbertv,2014-12-07 23:45:11 UTC,2014-12-08 02:59:37 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1118476,http://static.inaturalist.org/photos/1405911/medium.jpg?1417995997,Really big,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.3734965,174.7587259,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1125349,11/12/14,,66177,stpats5,2014-12-11 00:06:35 UTC,2014-12-12 06:48:50 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1125349,http://static.inaturalist.org/photos/1414651/medium.jpg?1418256455,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.26950529,174.6789976,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1125356,11/12/14,,66177,stpats5,2014-12-11 00:06:38 UTC,2014-12-12 06:57:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1125356,http://static.inaturalist.org/photos/1414662/medium.jpg?1418256500,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29753361,174.7478471,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1125368,11/12/14,TRUE,66176,stpats4,2014-12-11 00:06:16 UTC,2014-12-11 03:51:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1125368,http://static.inaturalist.org/photos/1414675/medium.jpg?1418256664,,3,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.21769456,174.7040011,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1125369,11/12/14,,66176,stpats4,2014-12-11 00:07:12 UTC,2014-12-11 03:51:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1125369,http://static.inaturalist.org/photos/1414674/medium.jpg?1418256654,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.30818129,174.8532809,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1125387,11/12/14,,66179,nathanb,2014-12-11 00:11:39 UTC,2014-12-11 03:49:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1125387,http://static.inaturalist.org/photos/1414693/medium.jpg?1418256774,,3,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25417379,174.7437417,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1130865,14/12/14,,59272,snapdecision,2014-12-14 21:13:03 UTC,2015-01-10 03:53:36 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/1130865,http://static.inaturalist.org/photos/1422178/medium.jpg?1418591600,,4,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25916908,174.645653,,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1133214,15/12/14,,58096,dubh,2014-12-15 23:23:14 UTC,2014-12-16 19:44:51 UTC,research,CC-BY,http://www.inaturalist.org/observations/1133214,http://static.inaturalist.org/photos/1424785/medium.JPG?1418685825,"Looking for food (we did not oblige it). Note that it is an unbanded individual, so therefore either quite young (I think they've given up on banding them all at Zealandia) or an immigrant.",3,0,FALSE,,"wilton, Wellington",-41.26846171,174.8280918,1000,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1139467,6/12/14,,16490,tony_wills,2014-12-20 05:50:24 UTC,2015-01-13 21:53:52 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1139467,http://static.inaturalist.org/photos/1433620/medium.JPG?1419054654,Typical chiseled bark striping by kaka looking for sap (Mahoe tree I think),0,0,FALSE,,"Croydon Park, Karori, Wellington",-41.26893547,174.8321206,50,,,,Wellington City,North Island Kaka bark stripping,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1142758,22/12/14,,67515,sarahharrow,2014-12-22 21:52:08 UTC,2014-12-22 22:26:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1142758,http://static.inaturalist.org/photos/1437922/medium.jpg?1419285221,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.36865365,174.7006148,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1152447,30/12/14,FALSE,57754,leonperrie,2014-12-30 19:26:41 UTC,2014-12-30 19:26:41 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1152447,,,0,0,FALSE,,"Tararua Ranges, Mount Holdsworth area, track between Gentle Annie Track and Atiwhakatu Track.",-40.85135077,175.4827862,747,,,,,Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1153343,20/12/14,FALSE,59227,lisa_bennett,2014-12-31 05:06:59 UTC,2015-01-04 21:38:58 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1153343,http://static.inaturalist.org/photos/1453516/medium.JPG?1420002491,We were excited to hear lots of noisy kaka in this area. This one was eating from pohutukawa flowers.,1,0,FALSE,,Stony Bay,-36.50896331,175.3131386,904,,,,,Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1156124,1/01/15,,57588,neil_fitzgerald,2015-01-02 01:06:28 UTC,2015-01-14 22:50:28 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1156124,,Flew past the house from the direction of Walter Scott Reserve in fading light but close enough for my wife and I to both positively ID it.,0,0,FALSE,,Pekanui Road,-38.06559364,175.1453827,9,,gps,gps,,North Island Kaka (Nestor meridionalis septentrionalis),Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1171131,11/01/15,,58249,nsingers,2015-01-11 00:10:15 UTC,2015-01-11 00:10:19 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1171131,,,0,0,FALSE,,Rotopounamu,-38.9310164,175.7341763,206,,,,,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1171273,11/01/15,TRUE,59272,snapdecision,2015-01-11 01:45:22 UTC,2015-01-11 08:27:54 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/1171273,http://static.inaturalist.org/photos/1477974/medium.jpg?1420940751,,3,0,FALSE,3,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29972054,174.7893936,,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1174513,9/01/15,FALSE,59227,lisa_bennett,2015-01-12 22:11:23 UTC,2015-01-13 11:28:03 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1174513,http://static.inaturalist.org/photos/1482127/medium.JPG?1421100699,This cheeky fella was trying to nick all the jaffas from beside the coffees.,2,0,TRUE,,pukaha mount bruce,-40.70723448,175.7505672,852,,,,,Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1175873,13/01/15,TRUE,16490,tony_wills,2015-01-13 21:45:51 UTC,2015-01-13 21:52:20 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1175873,,Heard nearby,0,0,FALSE,,"Deliverance track, Karori, Wellington",-41.26467897,174.8114284,100,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1176421,31/12/14,,57756,john_barkla,2015-01-14 05:23:15 UTC,2015-01-14 23:31:02 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1176421,,Lone bird seen in beech forest,0,0,FALSE,,"Quailburn, Omarama",-44.29101314,169.7926153,189,,,,,South Island Kaka,Nestor meridionalis meridionalis,South Island Kaka,Aves,413490
1177001,14/01/15,,24606,bernardsmith,2015-01-14 23:35:12 UTC,2015-01-20 12:09:13 UTC,research,CC-BY-SA,http://www.inaturalist.org/observations/1177001,http://static.inaturalist.org/photos/1485350/medium.jpg?1421278531,"Family group; two banded adults (B-PP male & B-PW female), with three fledglings. All seem fairly fresh, mostly clinging onto trees.",1,0,FALSE,,Huntleigh Park,-41.18757242,174.8284337,20,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"One was found at the base of another tree, and didn't move for two hours. Another attempted flight, but was more of a slowed descent with a lot of screeching - this one was able to climb however.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Some investigation by the female of a nearby Hinua with a large hollow - possibly more chicks yet to fledge, as the she did enter tree at one point.",,,,,,,,,,,,,,,,,
1180246,15/01/15,,16490,tony_wills,2015-01-17 08:53:05 UTC,2015-01-17 09:27:31 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1180246,http://static.inaturalist.org/photos/1490134/medium.JPG?1421484804,Heavy bark stripping on an Avocado tree.,0,0,FALSE,,"Wrights Hill, Karori, Wellington",-41.31825383,174.5963775,,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1180253,15/01/15,,16490,tony_wills,2015-01-17 09:35:07 UTC,2015-01-17 09:35:08 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1180253,http://static.inaturalist.org/photos/1490150/medium.JPG?1421487326,Bark stripping chiseled line around Mahoe trubks.,0,0,FALSE,,"Wrights Hill, Karori, Wellington",-41.37670206,174.7904565,,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1180920,22/12/14,,71107,lizbesley,2015-01-17 23:19:17 UTC,2015-01-20 06:25:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1180920,http://static.inaturalist.org/photos/1491085/medium.JPG?1421536770,"The presence of a single Kaka was noted daily in our garden and surrounds from 22 December 2014 -12 January 2015. It has reappeared as of today 18 January. Initially it flew and sat on the highest points of the tallest trees:cedar,pine,gums,totara,rimu,rata. Over time it became more familiar and I observed it feeding in a 2-3m pohutakawa at a distance of a couple of metres for 15-20 minutes.",3,1,FALSE,,"Springvale Gardens, 2180 Pohangina Valley East Road, Ashhurst, New Zealand",-40.07261602,175.9349513,,,,,,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Actinopterygii,413489
1185189,17/01/15,,24606,bernardsmith,2015-01-20 11:39:33 UTC,2015-06-21 23:35:29 UTC,research,CC-BY-SA,http://www.inaturalist.org/observations/1185189,http://static.inaturalist.org/photos/1497121/medium.jpg?1421753996,"Seen alive at 7:40, then found an hour later, freshly predated.",1,0,FALSE,,Huntleigh Park,-41.30832742,174.6727326,3,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Suspected dog attack, as two off-leash dogs seen leaving the area 10 minutes earlier, and a indicative quantity of saliva found on the body. I suspect that the death was quick - injurys were primarily to the head.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"It appeared that the bird had recently fledged, but will describe the earlier observation seperately.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"The remains were taken for further photography (to add), and have been sent for post mortem at Wildbase (Massey University).",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Update; from Post Mortem report, accession no. 51626",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DIAGNOSIS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Severe, extensive musculoskeletal trauma",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,COMMENTS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"This bird had multiple puncture wounds over the body as well as multiple bone fractures and the left eye had popped out and ruptured. Many of these injuries, especially to those around the head were associated with bruising indicating the bird was alive when these injuries occurred. Some of the injuries were not associated with bruising, a likely indication these injuries were inflicted soon after death.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"These injuries are most consistent with a dog attack, possibly by a dog on the smaller size; the bird has died from these injuries but it also appears the dog has further shaken the bird soon after death.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Mustelids and cats may also attack the head area of birds, but the ruptured and proptosed eye and many of the other injuries are due to vigorous shaking of the bird, which is typical of a dog, not mustelids or cats.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241625,19/02/15,TRUE,77477,johnwbs,2015-02-18 23:33:14 UTC,2015-02-19 08:28:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1241625,http://static.inaturalist.org/photos/1563433/medium.jpg?1424302688,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.27791927,174.7316655,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1284627,10/03/15,FALSE,57739,gailtv,2015-03-10 05:55:02 UTC,2015-03-12 05:29:13 UTC,research,CC-BY,http://www.inaturalist.org/observations/1284627,http://static.inaturalist.org/photos/1610989/medium.jpg?1425966915,Two kaka on the roof of Colin's bach. First to visit. ,3,0,FALSE,,"Mapau Road, halfmoon Bay, Stewart Island",-46.81181111,168.0709504,5,,,,,Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1296748,12/03/15,,82057,koolkiwis,2015-03-16 08:41:21 UTC,2015-03-16 17:02:09 UTC,research,,http://www.inaturalist.org/observations/1296748,http://static.inaturalist.org/photos/1627026/medium.jpg?1426495555,Kaka in Maori means loud screech ,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.24254867,174.8189002,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1326033,19/03/15,TRUE,83148,room12,2015-03-22 20:22:47 UTC,2015-03-24 19:59:33 UTC,research,,http://www.inaturalist.org/observations/1326033,http://static.inaturalist.org/photos/1646975/medium.jpg?1427055816,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29917261,174.6874605,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1326034,19/03/15,,83148,room12,2015-03-22 20:22:47 UTC,2015-03-23 21:44:20 UTC,research,,http://www.inaturalist.org/observations/1326034,http://static.inaturalist.org/photos/1646976/medium.jpg?1427055833,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.30985047,174.7496571,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1326037,19/03/15,TRUE,83148,room12,2015-03-22 20:23:11 UTC,2015-03-23 00:50:19 UTC,research,,http://www.inaturalist.org/observations/1326037,http://static.inaturalist.org/photos/1646977/medium.jpg?1427055824,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.30054108,174.6857063,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1328619,23/03/15,,84780,tai1,2015-03-22 23:50:01 UTC,2015-04-14 23:22:48 UTC,research,,http://www.inaturalist.org/observations/1328619,http://static.inaturalist.org/photos/1647616/medium.jpg?1427068290,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.28468378,174.6756058,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1342323,27/03/15,,85610,staceysalton,2015-03-27 04:46:58 UTC,2015-03-27 21:05:34 UTC,research,,http://www.inaturalist.org/observations/1342323,http://static.inaturalist.org/photos/1661193/medium.jpg?1427432325,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.37276735,174.7116304,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1342324,27/03/15,,85610,staceysalton,2015-03-27 04:46:30 UTC,2015-03-27 09:06:27 UTC,research,,http://www.inaturalist.org/observations/1342324,http://static.inaturalist.org/photos/1661194/medium.jpg?1427432360,,2,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.30173283,174.6967691,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1342325,27/03/15,,85610,staceysalton,2015-03-27 04:46:58 UTC,2015-03-27 09:06:02 UTC,research,,http://www.inaturalist.org/observations/1342325,http://static.inaturalist.org/photos/1661195/medium.jpg?1427432338,,3,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29966487,174.7753246,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1342363,27/03/15,,85609,bethduff,2015-03-27 04:51:11 UTC,2015-03-27 13:06:58 UTC,research,,http://www.inaturalist.org/observations/1342363,http://static.inaturalist.org/photos/1661179/medium.jpg?1427432035,,4,0,FALSE,51,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34056275,174.7336124,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
